DEBUG RUN.PY: Loaded Config Features: {'retransmission': True, 'path_reestablishment': False, 'backup_mixes': False, 'parallel_paths': False, 'anonymous_return_addresses': True, 'layered_encryption': True, 'mock_encryption': True, 'dummy_traffic': False}
DEBUG: Creating log file at logs/Testrun_20260130_000131_03_retransmission_short/c2.log
DEBUG: Reliability Thread STARTING
DEBUG: Tracking packet bcb4349a-50ac-4dde-aa23-abc01498aa4e
DEBUG: Tracking packet 1e237c98-b146-4d13-9ad2-438ccaf75196
DEBUG: Tracking packet 5255c659-b233-4fdf-8ab4-4d3be3e60282
DEBUG: Tracking packet 6eee1954-6e03-4172-be04-ca64ec3e5053
DEBUG: Tracking packet 9b5e094b-eba3-41a6-a848-46f71e7a556b
DEBUG: Tracking packet 6f40807c-a808-4c7d-8a07-ed7378c9fb49
DEBUG: Tracking packet 63b70860-c05d-4fe6-8efb-a73e2034e4e1
DEBUG: Tracking packet ac8d130a-15fc-4f1d-8c67-a43be8dfab7b
DEBUG: Tracking packet 3f4c7828-8454-4fb6-86e9-df73069ae2f5
DEBUG: Tracking packet 4f58adb3-d4f2-4aaa-b4a0-4e76e86ea8e2
DEBUG: Tracking packet a2b9d10f-5b97-405d-84af-57def09b27dd
DEBUG: Tracking packet a8c5a237-0f8f-4e87-9a1f-57db8ae81fb7
DEBUG: Tracking packet c70f2734-c647-4f95-a751-dc12532467d1
DEBUG: Tracking packet ff6d5219-073f-4aea-8adf-94cf418c0efc
DEBUG: Tracking packet d30738c8-00cd-4e83-9042-cac844929570
DEBUG: Tracking packet 4cae1a6d-31ab-4b51-8b08-7029c5d5b5ac
DEBUG: Tracking packet 653ea200-863b-48a0-9197-5f603f5d082f
DEBUG: Tracking packet 09327474-07f6-41bf-a9a1-70f440d1c4ec
DEBUG: Tracking packet 48ffc945-2f4e-41c9-9d63-0eb2d2d4c264
DEBUG: Tracking packet 50fc31d2-490f-41bb-9f3f-b1296144c954
DEBUG: Tracking packet 40ec80fe-ee24-4f9c-bd75-11645abf4e7f
DEBUG: Tracking packet 6967310b-318e-435c-a475-72329736c32e
DEBUG: Tracking packet b8ebf1b1-cd51-46b6-8ffb-c329971b5776
DEBUG: Tracking packet 35b43bfa-86b6-4903-b2b9-088efe16a686
DEBUG: Tracking packet 8c65fcbb-b0e0-42f8-87a8-7236808c000f
DEBUG: Tracking packet 4207e48b-be7e-489a-aa95-e019e5c6fcd5
DEBUG: Tracking packet 7b144a59-663a-47e2-8f08-6c2b88d8e7e9
DEBUG: Tracking packet 3b360fc1-edf1-4e22-bc90-29ffba2fde53
DEBUG: Tracking packet 50a1fe30-ede4-4626-9ba5-ce446ecfa3ff
DEBUG: Tracking packet 99befd59-8238-421c-b1f5-f35aa36ed6c0
DEBUG: Tracking packet b76541f8-4ba8-44cb-a414-bbfa9d37ea35
DEBUG: Tracking packet 654ee593-fce7-4c25-bec4-4527bf5225bc
DEBUG: Tracking packet c563b502-b56a-45c9-8c89-4718616e2c5b
DEBUG: Tracking packet f64b3c2b-43b6-451b-b2e9-3afee4a5d8e5
DEBUG: Tracking packet 90366415-f25e-46e3-b335-99513809463c
DEBUG: Tracking packet a28c7529-0848-416a-94b2-f39b35c48b08
DEBUG: Tracking packet 855243f2-4c49-4efd-91b8-b6839686d8f0
DEBUG: Tracking packet 41f6df32-b768-480f-b63c-f800afa13021
DEBUG: Tracking packet aa0865dd-cad4-4220-89a6-093893085979
DEBUG: Tracking packet 643889b1-8dd3-47a4-b1f8-8ea28fec947f
DEBUG: Tracking packet 2f0f2e12-bfab-4e3e-8798-c9c2c1fe0748
DEBUG: Tracking packet 9bfdda6f-8a08-4585-b18e-a9ebd98e003c
DEBUG: Tracking packet 8ee4a941-770b-419b-9ead-79c1b17387ad
DEBUG: Tracking packet 0c069a4c-36d0-495d-9a9b-b64280d7b094
DEBUG: Tracking packet fa09e15a-7990-4e34-be47-0ce6b5ec26d7
DEBUG: Tracking packet c9fae1ef-157e-4258-8459-bbc6eda29366
DEBUG: Tracking packet c2c429e6-280b-4a9b-a4fe-3c0b872cad77
DEBUG: Tracking packet ae01b948-e8c2-4d59-bc49-45cd4e7f31a5
DEBUG: Tracking packet 7d857686-cf2b-464c-8f56-e2718b0a4343
DEBUG: Tracking packet 175a86fd-6b3c-4dfb-b763-5c76d7e2f090
DEBUG: Tracking packet ae27437a-d588-44e1-9d7b-c159d9e1509f
DEBUG: Tracking packet 5e067aff-0f1b-47e7-b0ba-5213ba6893e0
DEBUG: Tracking packet ab24fa55-9ee0-4325-85e8-757227a88041
DEBUG: Tracking packet bdf6cd53-9ffb-4218-bfe3-240d2edf5154
DEBUG: Tracking packet 7e608ef7-24ad-4589-932e-74e4e46322b4
DEBUG: Tracking packet 8c80e5b0-d381-49a6-a4df-fdae04d806dc
DEBUG: Tracking packet 17e51c2c-c2e0-4e2b-acca-25e1a2f3c041
DEBUG: Tracking packet 58f7e0d7-52b1-4f8b-99e8-abf1158952fd
DEBUG: Tracking packet 308baf91-2ceb-4687-aae4-8c7d17b0bc8c
DEBUG: Tracking packet 2f937222-f274-4eb6-a4c9-13c8e58cfde9
DEBUG: Tracking packet b5872643-b218-4d4d-b175-986092a40e66
DEBUG: Tracking packet ed95e1ca-3660-4dc2-b753-514cff84d167
DEBUG: Tracking packet d7438547-3a75-4b8b-bfa9-255b30788511
DEBUG: Tracking packet c981ca26-c532-4b27-a227-47407e49aab6
DEBUG: Tracking packet bfffe940-8925-4515-b7e6-9d4b76a545a1
DEBUG: Tracking packet e5578bf0-5336-47fd-b92a-101a32476c48
DEBUG: Tracking packet 50576729-7336-4a84-8ce5-01a1d4355e66
DEBUG: Tracking packet 327424df-bc7c-419b-902d-ad3b3719f0fd
DEBUG: Tracking packet 56566a26-e80e-482c-a53c-f817e3dcd047
DEBUG: Tracking packet 14bcf74d-8faf-48ec-987c-41c2e5d85a9e
DEBUG: Tracking packet e5a18ca1-ee96-48a4-97c2-930a8dcb00eb
DEBUG: Tracking packet 88233253-2aec-489e-b53e-f7febc848982
DEBUG: Tracking packet c09885b5-31b7-4e00-bb49-02aa3ca1d5a5
DEBUG: Tracking packet dab31765-9c73-4fa8-904e-a0920dce9080
DEBUG: Tracking packet 997eb6f4-d768-42a3-b2dd-0b8bae6b4e59
DEBUG: Tracking packet 21cdf5df-4d6f-4cd0-8cbe-bd7505567b2d
DEBUG: Tracking packet 27d4c066-8303-48db-8cde-660f0f5b4825
DEBUG: Tracking packet 9243705c-5a28-44d3-86a8-8c276c9956ba
DEBUG: Tracking packet 94da4b51-4f98-4911-b5f9-c3732d8d237b
DEBUG: Tracking packet cfb3f7ad-a281-4ff3-85e9-ea549c72c613
DEBUG: Tracking packet fcb4fbc3-acec-4c90-a924-515f38bfea66
DEBUG: Tracking packet c6302608-84a0-4dd4-8967-f58d9a5cca3d
DEBUG: Tracking packet 8014b88f-a740-4dc0-bb3a-717161ce1fb0
DEBUG: Tracking packet b7298cd0-8469-4104-90cf-bde9a38eae19
DEBUG: Tracking packet 356b079b-3a39-42a7-942e-7db383f57953
DEBUG: Tracking packet 861bee5a-e22e-40fc-95b3-08c00bdc4333
DEBUG: Tracking packet ba1ef095-4d13-43ac-b1f9-0a72d5028d67
DEBUG: Tracking packet 068696f0-9fe1-4211-908e-4cb0c33e57d4
DEBUG: Tracking packet c37b7f5c-8bec-4629-abb2-803691258943
DEBUG: Tracking packet c7481eb2-bf31-403a-a255-ae8100185dea
DEBUG: Tracking packet f661c708-efe8-4604-a58e-c7b3c5ba5450
